country,date,Unnamed: 0,Confirmed,Deaths,Recovered,name,pop2020,PercentOfPopulationConfirmedDecimal,PercentOfPopulationConfirmed,MortalityDecimal,MortalityPercent,active,PercentOfPopulationActiveDecimal,PercentOfPopulationActive,PercentOfPopulationRecoveredDecimal,PercentOfPopulationRecovered,days100
Australia,2020-03-10,1978,107.0,3.0,21.0,Australia,25499.884,4.1960975195024425e-06,0.0004196097519502442,0.02803738317757009,2.803738317757009,86.0,3.3725643614692523e-06,0.0004196097519502442,8.235331580331894e-07,8.235331580331895e-05,1
Australia,2020-03-11,2093,128.0,3.0,21.0,Australia,25499.884,5.019630677535632e-06,0.0005019630677535631,0.0234375,2.34375,107.0,4.1960975195024425e-06,0.0005019630677535631,8.235331580331894e-07,8.235331580331895e-05,2
Australia,2020-03-12,2209,128.0,3.0,21.0,Australia,25499.884,5.019630677535632e-06,0.0005019630677535631,0.0234375,2.34375,107.0,4.1960975195024425e-06,0.0005019630677535631,8.235331580331894e-07,8.235331580331895e-05,3
Australia,2020-03-13,2329,200.0,3.0,23.0,Australia,25499.884,7.843172933649423e-06,0.0007843172933649422,0.015,1.5,177.0,6.94120804627974e-06,0.0007843172933649422,9.019648873696836e-07,9.019648873696838e-05,4
Australia,2020-03-14,2454,250.0,3.0,23.0,Australia,25499.884,9.80396616706178e-06,0.000980396616706178,0.012,1.2,227.0,8.902001279692095e-06,0.000980396616706178,9.019648873696836e-07,9.019648873696838e-05,5
Australia,2020-03-15,2597,297.0,3.0,23.0,Australia,25499.884,1.1647111806469396e-05,0.0011647111806469394,0.010101010101010102,1.0101010101010102,274.0,1.074514691909971e-05,0.0011647111806469394,9.019648873696836e-07,9.019648873696838e-05,6
Austria,2020-03-08,1759,104.0,0.0,0.0,Austria,9006.398000000001,1.1547346675108072e-05,0.0011547346675108072,0.0,0.0,104.0,1.1547346675108072e-05,0.0011547346675108072,0.0,0.0,1
Austria,2020-03-09,1868,131.0,0.0,2.0,Austria,9006.398000000001,1.4545215523453436e-05,0.0014545215523453438,0.0,0.0,129.0,1.4323151164316744e-05,0.0014545215523453438,2.2206435913669373e-07,2.220643591366937e-05,2
Austria,2020-03-10,1979,182.0,0.0,4.0,Austria,9006.398000000001,2.0207856681439127e-05,0.002020785668143913,0.0,0.0,178.0,1.976372796316574e-05,0.002020785668143913,4.4412871827338746e-07,4.441287182733874e-05,3
Austria,2020-03-11,2094,246.0,0.0,4.0,Austria,9006.398000000001,2.731391617381333e-05,0.0027313916173813324,0.0,0.0,242.0,2.6869787455539943e-05,0.0027313916173813324,4.4412871827338746e-07,4.441287182733874e-05,4
Austria,2020-03-12,2210,302.0,1.0,4.0,Austria,9006.398000000001,3.353171822964075e-05,0.003353171822964075,0.0033112582781456954,0.3311258278145696,298.0,3.3087589511367365e-05,0.003353171822964075,4.4412871827338746e-07,4.441287182733874e-05,5
Austria,2020-03-13,2330,504.0,1.0,6.0,Austria,9006.398000000001,5.5960218502446815e-05,0.0055960218502446825,0.001984126984126984,0.1984126984126984,498.0,5.529402542503673e-05,0.0055960218502446825,6.661930774100811e-07,6.661930774100811e-05,6
Austria,2020-03-14,2455,655.0,1.0,6.0,Austria,9006.398000000001,7.27260776172672e-05,0.0072726077617267185,0.0015267175572519086,0.15267175572519084,649.0,7.20598845398571e-05,0.0072726077617267185,6.661930774100811e-07,6.661930774100811e-05,7
Austria,2020-03-15,2598,860.0,1.0,6.0,Austria,9006.398000000001,9.548767442877829e-05,0.00954876744287783,0.0011627906976744186,0.11627906976744184,854.0,9.482148135136822e-05,0.00954876744287783,6.661930774100811e-07,6.661930774100811e-05,8
Bahrain,2020-03-10,1981,110.0,0.0,22.0,Bahrain,1701.575,6.464598974479526e-05,0.006464598974479528,0.0,0.0,88.0,5.171679179583621e-05,0.006464598974479528,1.2929197948959053e-05,0.0012929197948959052,1
Bahrain,2020-03-11,2096,195.0,0.0,35.0,Bahrain,1701.575,0.00011459970909304617,0.011459970909304616,0.0,0.0,160.0,9.403053053788402e-05,0.011459970909304616,2.056917855516213e-05,0.0020569178555162127,2
Bahrain,2020-03-12,2212,195.0,0.0,35.0,Bahrain,1701.575,0.00011459970909304617,0.011459970909304616,0.0,0.0,160.0,9.403053053788402e-05,0.011459970909304616,2.056917855516213e-05,0.0020569178555162127,3
Bahrain,2020-03-13,2332,189.0,0.0,44.0,Bahrain,1701.575,0.00011107356419787548,0.011107356419787549,0.0,0.0,145.0,8.521516829995739e-05,0.011107356419787549,2.5858395897918105e-05,0.0025858395897918104,4
Bahrain,2020-03-14,2457,210.0,0.0,44.0,Bahrain,1701.575,0.00012341507133097274,0.012341507133097276,0.0,0.0,166.0,9.755667543305467e-05,0.012341507133097276,2.5858395897918105e-05,0.0025858395897918104,5
Bahrain,2020-03-15,2600,214.0,0.0,60.0,Bahrain,1701.575,0.00012576583459441987,0.012576583459441987,0.0,0.0,154.0,9.050438564271336e-05,0.012576583459441987,3.5261448951706506e-05,0.003526144895170651,6
Belgium,2020-03-06,1562,109.0,0.0,1.0,Belgium,11589.623,9.404965114050733e-06,0.0009404965114050732,0.0,0.0,108.0,9.318681030435589e-06,0.0009404965114050732,8.628408361514434e-08,8.628408361514435e-06,1
Belgium,2020-03-07,1661,169.0,0.0,1.0,Belgium,11589.623,1.4582010130959396e-05,0.0014582010130959394,0.0,0.0,168.0,1.4495726047344251e-05,0.0014582010130959394,8.628408361514434e-08,8.628408361514435e-06,2
Belgium,2020-03-08,1764,200.0,0.0,1.0,Belgium,11589.623,1.725681672302887e-05,0.001725681672302887,0.0,0.0,199.0,1.7170532639413725e-05,0.001725681672302887,8.628408361514434e-08,8.628408361514435e-06,3
Belgium,2020-03-09,1873,239.0,0.0,1.0,Belgium,11589.623,2.0621895984019496e-05,0.0020621895984019494,0.0,0.0,238.0,2.0535611900404348e-05,0.0020621895984019494,8.628408361514434e-08,8.628408361514435e-06,4
Belgium,2020-03-10,1984,267.0,0.0,1.0,Belgium,11589.623,2.303785032524354e-05,0.002303785032524354,0.0,0.0,266.0,2.29515662416284e-05,0.002303785032524354,8.628408361514434e-08,8.628408361514435e-06,5
Belgium,2020-03-11,2099,314.0,3.0,1.0,Belgium,11589.623,2.7093202255155318e-05,0.0027093202255155323,0.009554140127388536,0.9554140127388536,313.0,2.7006918171540177e-05,0.0027093202255155323,8.628408361514434e-08,8.628408361514435e-06,6
Belgium,2020-03-12,2215,314.0,3.0,1.0,Belgium,11589.623,2.7093202255155318e-05,0.0027093202255155323,0.009554140127388536,0.9554140127388536,313.0,2.7006918171540177e-05,0.0027093202255155323,8.628408361514434e-08,8.628408361514435e-06,7
Belgium,2020-03-13,2335,559.0,3.0,1.0,Belgium,11589.623,4.823280274086568e-05,0.004823280274086569,0.005366726296958855,0.5366726296958855,558.0,4.814651865725054e-05,0.004823280274086569,8.628408361514434e-08,8.628408361514435e-06,8
Belgium,2020-03-14,2460,689.0,4.0,1.0,Belgium,11589.623,5.944973361083445e-05,0.005944973361083445,0.005805515239477504,0.5805515239477503,688.0,5.936344952721931e-05,0.005944973361083445,8.628408361514434e-08,8.628408361514435e-06,9
Belgium,2020-03-15,2603,886.0,4.0,1.0,Belgium,11589.623,7.64476980830179e-05,0.0076447698083017875,0.004514672686230248,0.4514672686230248,885.0,7.636141399940274e-05,0.0076447698083017875,8.628408361514434e-08,8.628408361514435e-06,10
Brazil,2020-03-13,2339,151.0,0.0,0.0,Brazil,212559.417,7.103896036749103e-07,7.103896036749104e-05,0.0,0.0,151.0,7.103896036749103e-07,7.103896036749104e-05,0.0,0.0,1
Brazil,2020-03-14,2464,151.0,0.0,0.0,Brazil,212559.417,7.103896036749103e-07,7.103896036749104e-05,0.0,0.0,151.0,7.103896036749103e-07,7.103896036749104e-05,0.0,0.0,2
Brazil,2020-03-15,2607,162.0,0.0,0.0,Brazil,212559.417,7.621398397042084e-07,7.621398397042085e-05,0.0,0.0,162.0,7.621398397042084e-07,7.621398397042085e-05,0.0,0.0,3
Canada,2020-03-11,2109,108.0,1.0,8.0,Canada,37742.154,2.861521894060418e-06,0.00028615218940604187,0.009259259259259259,0.9259259259259258,100.0,2.6495573093152018e-06,0.00028615218940604187,2.1196458474521612e-07,2.1196458474521614e-05,1
Canada,2020-03-12,2225,117.0,1.0,8.0,Canada,37742.154,3.099982051898787e-06,0.00030999820518987873,0.008547008547008548,0.8547008547008548,109.0,2.8880174671535705e-06,0.00030999820518987873,2.1196458474521612e-07,2.1196458474521614e-05,2
Canada,2020-03-13,2345,193.0,1.0,8.0,Canada,37742.154,5.11364560697834e-06,0.000511364560697834,0.0051813471502590676,0.5181347150259068,185.0,4.9016810222331255e-06,0.000511364560697834,2.1196458474521612e-07,2.1196458474521614e-05,3
Canada,2020-03-14,2470,196.0,1.0,8.0,Canada,37742.154,5.193132326257796e-06,0.0005193132326257796,0.005102040816326529,0.5102040816326531,188.0,4.981167741512581e-06,0.0005193132326257796,2.1196458474521612e-07,2.1196458474521614e-05,4
Canada,2020-03-15,2613,250.0,1.0,8.0,Canada,37742.154,6.6238932732880055e-06,0.0006623893273288006,0.004,0.4,242.0,6.41192868854279e-06,0.0006623893273288006,2.1196458474521612e-07,2.1196458474521614e-05,5
China,2020-03-11,2111,80921.0,3161.0,61644.0,,,,,0.03906278963433472,3.906278963433473,19277.0,,,,,1
China,2020-03-12,2227,80932.0,3172.0,62901.0,,,,,0.03919339692581426,3.9193396925814254,18031.0,,,,,2
China,2020-03-13,2348,80945.0,3180.0,64196.0,,,,,0.039285934894063866,3.9285934894063868,16749.0,,,,,3
China,2020-03-14,2473,80977.0,3193.0,65660.0,,,,,0.039430949528878566,3.9430949528878574,15317.0,,,,,4
China,2020-03-15,2617,81003.0,3203.0,67017.0,,,,,0.039541745367455534,3.954174536745553,13986.0,,,,,5
Cruise Ship,2020-03-11,2117,696.0,7.0,325.0,,,,,0.010057471264367816,1.0057471264367817,371.0,,,,,1
Cruise Ship,2020-03-12,2233,696.0,7.0,325.0,,,,,0.010057471264367816,1.0057471264367817,371.0,,,,,2
Cruise Ship,2020-03-13,2354,696.0,7.0,325.0,,,,,0.010057471264367816,1.0057471264367817,371.0,,,,,3
Cruise Ship,2020-03-14,2479,696.0,7.0,325.0,,,,,0.010057471264367816,1.0057471264367817,371.0,,,,,4
Cruise Ship,2020-03-15,2624,696.0,7.0,325.0,,,,,0.010057471264367816,1.0057471264367817,371.0,,,,,5
Czechia,2020-03-13,2357,141.0,0.0,0.0,,,,,0.0,0.0,141.0,,,,,1
Czechia,2020-03-14,2483,189.0,0.0,0.0,,,,,0.0,0.0,189.0,,,,,2
Czechia,2020-03-15,2628,253.0,0.0,0.0,,,,,0.0,0.0,253.0,,,,,3
Denmark,2020-03-10,2001,262.0,0.0,1.0,Denmark,5792.201999999999,4.523322908973134e-05,0.004523322908973134,0.0,0.0,261.0,4.506058317717511e-05,0.004523322908973134,1.726459125562265e-07,1.7264591255622647e-05,1
Denmark,2020-03-11,2120,444.0,0.0,1.0,Denmark,5792.201999999999,7.665478517496454e-05,0.007665478517496454,0.0,0.0,443.0,7.648213926240833e-05,0.007665478517496454,1.726459125562265e-07,1.7264591255622647e-05,2
Denmark,2020-03-12,2237,617.0,0.0,1.0,Denmark,5792.201999999999,0.00010652252804719173,0.010652252804719172,0.0,0.0,616.0,0.0001063498821346355,0.010652252804719172,1.726459125562265e-07,1.7264591255622647e-05,3
Denmark,2020-03-13,2358,804.0,0.0,1.0,Denmark,5792.201999999999,0.00013880731369520608,0.013880731369520607,0.0,0.0,803.0,0.00013863466778264982,0.013880731369520607,1.726459125562265e-07,1.7264591255622647e-05,4
Denmark,2020-03-14,2484,836.0,1.0,1.0,Denmark,5792.201999999999,0.00014433198289700533,0.01443319828970053,0.0011961722488038275,0.11961722488038275,835.0,0.0001441593369844491,0.01443319828970053,1.726459125562265e-07,1.7264591255622647e-05,5
Denmark,2020-03-15,2629,875.0,2.0,1.0,Denmark,5792.201999999999,0.00015106517348669816,0.015106517348669815,0.002285714285714286,0.2285714285714286,874.0,0.00015089252757414192,0.015106517348669815,1.726459125562265e-07,1.7264591255622647e-05,6
Egypt,2020-03-14,2487,109.0,2.0,27.0,Egypt,102334.40400000001,1.0651354357816946e-06,0.00010651354357816946,0.01834862385321101,1.834862385321101,82.0,8.012945480192566e-07,0.00010651354357816946,2.638408877624381e-07,2.638408877624381e-05,1
Egypt,2020-03-15,2632,110.0,2.0,21.0,Egypt,102334.40400000001,1.074907320513637e-06,0.00010749073205136369,0.01818181818181818,1.818181818181818,89.0,8.696977411428517e-07,0.00010749073205136369,2.0520957937078518e-07,2.0520957937078517e-05,2
Estonia,2020-03-14,2488,115.0,0.0,0.0,Estonia,1326.535,8.669202094177688e-05,0.008669202094177687,0.0,0.0,115.0,8.669202094177688e-05,0.008669202094177687,0.0,0.0,1
Estonia,2020-03-15,2634,171.0,0.0,1.0,Estonia,1326.535,0.00012890726592212041,0.012890726592212041,0.0,0.0,170.0,0.00012815342226175713,0.012890726592212041,7.538436603632774e-07,7.538436603632772e-05,2
Finland,2020-03-13,2364,155.0,0.0,1.0,Finland,5540.72,2.797470364862328e-05,0.002797470364862328,0.0,0.0,154.0,2.7794221689599907e-05,0.002797470364862328,1.8048195902337602e-07,1.8048195902337603e-05,1
Finland,2020-03-14,2491,225.0,0.0,1.0,Finland,5540.72,4.0608440780259604e-05,0.004060844078025961,0.0,0.0,224.0,4.042795882123623e-05,0.004060844078025961,1.8048195902337602e-07,1.8048195902337603e-05,2
Finland,2020-03-15,2637,244.0,0.0,10.0,Finland,5540.72,4.403759800170375e-05,0.004403759800170375,0.0,0.0,234.0,4.223277841146999e-05,0.004403759800170375,1.8048195902337605e-06,0.00018048195902337606,3
France,2020-02-29,1106,100.0,2.0,12.0,France,65273.511,1.5320150313348396e-06,0.00015320150313348396,0.02,2.0,88.0,1.3481732275746592e-06,0.00015320150313348396,1.838418037601808e-07,1.838418037601808e-05,1
France,2020-03-01,1174,130.0,2.0,12.0,France,65273.511,1.991619540735292e-06,0.00019916195407352914,0.015384615384615384,1.5384615384615383,118.0,1.807777736975111e-06,0.00019916195407352914,1.838418037601808e-07,1.838418037601808e-05,2
France,2020-03-02,1243,191.0,3.0,12.0,France,65273.511,2.9261487098495438e-06,0.0002926148709849544,0.015706806282722512,1.5706806282722512,179.0,2.742306906089363e-06,0.0002926148709849544,1.838418037601808e-07,1.838418037601808e-05,3
France,2020-03-03,1320,204.0,4.0,12.0,France,65273.511,3.125310663923073e-06,0.00031253106639230735,0.0196078431372549,1.96078431372549,192.0,2.9414688601628927e-06,0.00031253106639230735,1.838418037601808e-07,1.838418037601808e-05,4
France,2020-03-04,1400,285.0,4.0,12.0,France,65273.511,4.366242839304293e-06,0.0004366242839304293,0.014035087719298246,1.4035087719298245,273.0,4.1824010355441115e-06,0.0004366242839304293,1.838418037601808e-07,1.838418037601808e-05,5
France,2020-03-05,1487,377.0,6.0,12.0,France,65273.511,5.7756966681323445e-06,0.0005775696668132345,0.015915119363395226,1.5915119363395225,365.0,5.591854864372165e-06,0.0005775696668132345,1.838418037601808e-07,1.838418037601808e-05,6
France,2020-03-06,1581,653.0,9.0,12.0,France,65273.511,1.0004058154616505e-05,0.0010004058154616502,0.013782542113323124,1.3782542113323124,641.0,9.820216350856324e-06,0.0010004058154616502,1.838418037601808e-07,1.838418037601808e-05,7
France,2020-03-07,1680,949.0,11.0,12.0,France,65273.511,1.4538822647367628e-05,0.0014538822647367628,0.011591148577449948,1.1591148577449948,937.0,1.4354980843607447e-05,0.0014538822647367628,1.838418037601808e-07,1.838418037601808e-05,8
France,2020-03-08,1784,1126.0,19.0,12.0,France,65273.511,1.7250489252830295e-05,0.0017250489252830295,0.016873889875666074,1.6873889875666075,1114.0,1.7066647449070115e-05,0.0017250489252830295,1.838418037601808e-07,1.838418037601808e-05,9
France,2020-03-09,1895,1209.0,19.0,12.0,France,65273.511,1.852206172883821e-05,0.001852206172883821,0.015715467328370553,1.5715467328370554,1197.0,1.833821992507803e-05,0.001852206172883821,1.838418037601808e-07,1.838418037601808e-05,10
France,2020-03-10,2008,1784.0,33.0,12.0,France,65273.511,2.733114815901354e-05,0.002733114815901354,0.018497757847533637,1.8497757847533636,1772.0,2.714730635525336e-05,0.002733114815901354,1.838418037601808e-07,1.838418037601808e-05,11
France,2020-03-11,2126,2284.0,48.0,12.0,France,65273.511,3.499122331568774e-05,0.0034991223315687736,0.021015761821366025,2.1015761821366024,2272.0,3.480738151192756e-05,0.0034991223315687736,1.838418037601808e-07,1.838418037601808e-05,12
France,2020-03-12,2243,2284.0,48.0,12.0,France,65273.511,3.499122331568774e-05,0.0034991223315687736,0.021015761821366025,2.1015761821366024,2272.0,3.480738151192756e-05,0.0034991223315687736,1.838418037601808e-07,1.838418037601808e-05,13
France,2020-03-13,2365,3667.0,79.0,12.0,France,65273.511,5.617899119904857e-05,0.005617899119904857,0.021543496045814015,2.1543496045814017,3655.0,5.599514939528839e-05,0.005617899119904857,1.838418037601808e-07,1.838418037601808e-05,14
France,2020-03-14,2492,4480.0,91.0,12.0,France,65273.511,6.86342734038008e-05,0.006863427340380081,0.0203125,2.03125,4468.0,6.845043160004063e-05,0.006863427340380081,1.838418037601808e-07,1.838418037601808e-05,15
France,2020-03-15,2638,4513.0,91.0,12.0,France,65273.511,6.913983836414131e-05,0.006913983836414131,0.0201639707511633,2.0163970751163305,4501.0,6.895599656038114e-05,0.006913983836414131,1.838418037601808e-07,1.838418037601808e-05,16
Germany,2020-03-01,1176,130.0,0.0,16.0,Germany,83783.942,1.5516099731855542e-06,0.0001551609973185554,0.0,0.0,114.0,1.360642591870409e-06,0.0001551609973185554,1.9096738131514512e-07,1.909673813151451e-05,1
Germany,2020-03-02,1245,159.0,0.0,16.0,Germany,83783.942,1.8977383518192542e-06,0.00018977383518192545,0.0,0.0,143.0,1.706770970504109e-06,0.00018977383518192545,1.9096738131514512e-07,1.909673813151451e-05,2
Germany,2020-03-03,1322,196.0,0.0,16.0,Germany,83783.942,2.3393504211105273e-06,0.00023393504211105268,0.0,0.0,180.0,2.1483830397953818e-06,0.00023393504211105268,1.9096738131514512e-07,1.909673813151451e-05,3
Germany,2020-03-04,1402,262.0,0.0,16.0,Germany,83783.942,3.1270908690355007e-06,0.00031270908690355016,0.0,0.0,246.0,2.9361234877203565e-06,0.00031270908690355016,1.9096738131514512e-07,1.909673813151451e-05,4
Germany,2020-03-05,1489,482.0,0.0,16.0,Germany,83783.942,5.752892362118746e-06,0.0005752892362118746,0.0,0.0,466.0,5.561924980803601e-06,0.0005752892362118746,1.9096738131514512e-07,1.909673813151451e-05,5
Germany,2020-03-06,1583,670.0,0.0,17.0,Germany,83783.942,7.996759092571701e-06,0.0007996759092571701,0.0,0.0,653.0,7.793856249924359e-06,0.0007996759092571701,2.0290284264734168e-07,2.0290284264734165e-05,6
Germany,2020-03-07,1683,799.0,0.0,18.0,Germany,83783.942,9.536433604425058e-06,0.0009536433604425057,0.0,0.0,781.0,9.32159530044552e-06,0.0009536433604425057,2.1483830397953825e-07,2.1483830397953824e-05,7
Germany,2020-03-08,1787,1040.0,0.0,18.0,Germany,83783.942,1.2412879785484433e-05,0.0012412879785484432,0.0,0.0,1022.0,1.2198041481504893e-05,0.0012412879785484432,2.1483830397953825e-07,2.1483830397953824e-05,8
Germany,2020-03-09,1898,1176.0,2.0,18.0,Germany,83783.942,1.4036102526663165e-05,0.0014036102526663165,0.0017006802721088435,0.17006802721088435,1158.0,1.3821264222683624e-05,0.0014036102526663165,2.1483830397953825e-07,2.1483830397953824e-05,9
Germany,2020-03-10,2011,1457.0,2.0,18.0,Germany,83783.942,1.73899671610104e-05,0.00173899671610104,0.0013726835964310224,0.13726835964310227,1439.0,1.717512885703086e-05,0.00173899671610104,2.1483830397953825e-07,2.1483830397953824e-05,10
Germany,2020-03-11,2129,1908.0,3.0,25.0,Germany,83783.942,2.2772860221831048e-05,0.002277286022183105,0.0015723270440251573,0.15723270440251574,1883.0,2.2474473688526136e-05,0.002277286022183105,2.983865333049142e-07,2.983865333049142e-05,11
Germany,2020-03-12,2246,2078.0,3.0,25.0,Germany,83783.942,2.480188864830447e-05,0.0024801888648304468,0.0014436958614051972,0.14436958614051973,2053.0,2.4503502114999555e-05,0.0024801888648304468,2.983865333049142e-07,2.983865333049142e-05,12
Germany,2020-03-13,2368,3675.0,7.0,46.0,Germany,83783.942,4.386282039582239e-05,0.004386282039582239,0.0019047619047619048,0.19047619047619047,3629.0,4.331378917454135e-05,0.004386282039582239,5.490312212810422e-07,5.490312212810422e-05,13
Germany,2020-03-14,2496,4585.0,9.0,46.0,Germany,83783.942,5.472409020812127e-05,0.005472409020812127,0.001962922573609597,0.19629225736095968,4539.0,5.417505898684022e-05,0.005472409020812127,5.490312212810422e-07,5.490312212810422e-05,14
Germany,2020-03-15,2641,5795.0,11.0,46.0,Germany,83783.942,6.916599842007911e-05,0.006916599842007911,0.0018981880931837794,0.1898188093183779,5749.0,6.861696719879807e-05,0.006916599842007911,5.490312212810422e-07,5.490312212810422e-05,15
Greece,2020-03-13,2369,190.0,1.0,0.0,Greece,10423.054,1.8228822377779104e-05,0.0018228822377779105,0.005263157894736842,0.5263157894736842,190.0,1.8228822377779104e-05,0.0018228822377779105,0.0,0.0,1
Greece,2020-03-14,2498,228.0,3.0,8.0,Greece,10423.054,2.1874586853334924e-05,0.0021874586853334924,0.013157894736842105,1.3157894736842104,220.0,2.1107057490060014e-05,0.0021874586853334924,7.675293632749097e-07,7.675293632749095e-05,2
Greece,2020-03-15,2643,331.0,4.0,8.0,Greece,10423.054,3.1756527405499385e-05,0.003175652740549939,0.012084592145015106,1.2084592145015105,323.0,3.098899804222448e-05,0.003175652740549939,7.675293632749097e-07,7.675293632749095e-05,3
Hong Kong,2020-03-02,1247,100.0,2.0,36.0,Hong Kong,7496.981,1.333870260575557e-05,0.001333870260575557,0.02,2.0,64.0,8.536769667683563e-06,0.001333870260575557,4.801932938072005e-06,0.0004801932938072005,1
Hong Kong,2020-03-03,1324,100.0,2.0,37.0,Hong Kong,7496.981,1.333870260575557e-05,0.001333870260575557,0.02,2.0,63.0,8.40338264162601e-06,0.001333870260575557,4.935319964129561e-06,0.0004935319964129561,2
Hong Kong,2020-03-04,1405,105.0,2.0,37.0,Hong Kong,7496.981,1.4005637736043347e-05,0.0014005637736043347,0.01904761904761905,1.9047619047619049,68.0,9.070317771913788e-06,0.0014005637736043347,4.935319964129561e-06,0.0004935319964129561,3
Hong Kong,2020-03-05,1492,105.0,2.0,43.0,Hong Kong,7496.981,1.4005637736043347e-05,0.0014005637736043347,0.01904761904761905,1.9047619047619049,62.0,8.269995615568452e-06,0.0014005637736043347,5.735642120474895e-06,0.0005735642120474894,4
Hong Kong,2020-03-06,1586,107.0,2.0,46.0,Hong Kong,7496.981,1.427241178815846e-05,0.0014272411788158461,0.018691588785046728,1.8691588785046729,61.0,8.136608589510897e-06,0.0014272411788158461,6.135803198647562e-06,0.0006135803198647563,5
Hong Kong,2020-03-07,1686,108.0,2.0,51.0,Hong Kong,7496.981,1.4405798814216016e-05,0.0014405798814216015,0.018518518518518517,1.851851851851852,57.0,7.603060485280674e-06,0.0014405798814216015,6.802738328935341e-06,0.0006802738328935341,6
Hong Kong,2020-03-08,1790,114.0,3.0,58.0,Hong Kong,7496.981,1.5206120970561349e-05,0.001520612097056135,0.02631578947368421,2.631578947368421,56.0,7.46967345922312e-06,0.001520612097056135,7.736447511338233e-06,0.0007736447511338232,7
Hong Kong,2020-03-09,1901,115.0,3.0,59.0,Hong Kong,7496.981,1.5339507996618905e-05,0.0015339507996618904,0.026086956521739132,2.608695652173913,56.0,7.46967345922312e-06,0.0015339507996618904,7.869834537395786e-06,0.0007869834537395786,8
Hong Kong SAR,2020-03-10,2015,120.0,3.0,65.0,,,,,0.025,2.5,55.0,,,,,1
